Time,Time.1,EOG,EOG.1,EOG.2,EOG.3,ACC,ACC.1,EDA,EDA.1,EDA.2,EDA.3,EDA.4,EMG,EMG.1,EMG.2,EEGth,EEGth.1,EEGth.2,EEGth.3,EEGth.4,EEGth.5,EEGth.6,EEGth.7,EEGth.8,EEGth.9,EEGth.10,EEGth.11,EEGth.12,EEGth.13,EEGa,EEGa.1,EEGa.2,EEGa.3,EEGa.4,EEGa.5,EEGa.6,EEGa.7,EEGa.8,EEGa.9,EEGa.10,EEGa.11,EEGa.12,EEGa.13,EEGb,EEGb.1,EEGb.2,EEGb.3,EEGb.4,EEGb.5,EEGb.6,EEGb.7,EEGb.8,EEGb.9,EEGb.10,EEGb.11,EEGb.12,EEGb.13,EEGg,EEGg.1,EEGg.2,EEGg.3,EEGg.4,EEGg.5,EEGg.6,EEGg.7,EEGg.8,EEGg.9,EEGg.10,EEGg.11,EEGg.12,EEGg.13,EEGConn,EEGConn.1,EEGConn.2,EEGConn.3,EEGConn.4,EEGConn.5,EEGConn.6,EEGConn.7,EEGConn.8,EEGConn.9,EEGConn.10,EEGConn.11,EEGConn.12,EEGConn.13,EEGConn.14,EEGConn.15,EEGConn.16,EEGConn.17,EEGConn.18,EEGConn.19,EEGConn.20,EEGConn.21,EEGConn.22,EEGConn.23,EEGConn.24,EEGConn.25,EEGConn.26,EEGConn.27,EEGConn.28,EEGConn.29,EEGConn.30,EEGConn.31,EEGConn.32,EEGConn.33,EEGConn.34,EEGConn.35,EEGConn.36,EEGConn.37,EEGConn.38,EEGConn.39,EEGConn.40,EEGConn.41,EEGConn.42,EEGConn.43,EEGConn.44,EEGConn.45,EEGConn.46,EEGConn.47,EEGConn.48,EEGConn.49,EEGConn.50,EEGConn.51,EEGConn.52,EEGConn.53,EEGConn.54,EEGConn.55,EEGConn.56,EEGConn.57,EEGConn.58,EEGConn.59,Type,Valence
279.0,283.0,0.0011400000000000021,0.04088999999999998,-1.3827800000000252,-3.5377900000000864,0.05472,82.12834999999995,0.0,0.00026,0.011150000000000002,-2e-05,0.0,-0.3961800000000002,0.1492199999999997,0.36004000000000014,0.7573100000000004,1.1923199999999996,-0.6410099999999996,-0.0945999999999998,0.8769,0.31590000000000007,1.03567,0.4864499999999996,0.6099599999999992,-0.10363999999999951,0.71652,0.2931800000000002,-0.18562999999999974,0.16582000000000008,-4.083679999999999,0.3906699999999992,-0.9142999999999999,-0.6327000000000007,-1.5608700000000004,-1.52482,0.48780000000000046,0.06091999999999986,-0.9125899999999998,0.4490400000000001,-3.3841900000000003,-3.2909600000000006,-0.75516,-1.5285400000000013,0.12618000000000062,4.1463,0.05579999999999963,1.7564899999999994,4.352650000000001,0.07204999999999995,3.58679,0.33016999999999985,1.07191,0.2597499999999999,-0.34687,-0.27485000000000004,1.77108,-0.31495999999999924,0.5906599999999997,4.4329,0.32315000000000005,2.49651,4.33681,0.3510200000000001,4.43548,0.24973,1.4924899999999999,0.33477,0.5113399999999999,0.18638,2.48341,-0.38211999999999957,-0.02599000000000007,0.03846,0.058109999999999995,-0.02278,0.020890000000000006,-0.04256,-0.27859,-0.13169,0.01999,0.09219,0.06623999999999997,0.04719000000000001,0.12773,0.027159999999999997,-0.3328,0.32499,-0.32659,-0.00381999999999999,-0.017960000000000004,-0.12024000000000001,0.12757000000000002,-0.42394000000000004,-0.17237,-0.63969,0.05824,-0.19008000000000003,0.26892000000000005,-0.32539999999999997,0.02344,-0.47831,0.03695000000000004,0.29347,0.66996,0.01142,-0.051419999999999993,0.11730000000000002,-0.38905,0.24081999999999998,0.31626,-0.00241,-0.3684,-0.15854000000000001,0.04933,-0.037950000000000005,-0.31997,0.04868000000000006,0.48568,0.57686,0.12938,-0.010080000000000006,0.40391,-0.08577999999999997,0.34881999999999996,0.45992,0.14214,-0.37309000000000003,-0.26633,-0.009989999999999999,0.12709,-0.10688000000000003,Training,Positive
280.0,284.0,-0.0011800000000000005,0.04088999999999998,0.3224999999999909,6.7468099999998685,0.035840000000000004,93.2484199999999,0.0,-1.0000000000000003e-05,-0.0003899999999999997,-1e-05,0.0,-0.6813300000000004,-0.10632000000000019,0.11143999999999998,1.5377200000000002,0.07984999999999998,-0.09426999999999985,0.21199000000000012,0.4399000000000006,0.1135199999999994,-0.2471699999999999,-0.03469000000000033,0.3339699999999999,0.016169999999999796,0.21933000000000025,-0.06230000000000002,-0.2928899999999999,0.03852000000000011,-4.04813,-0.9156500000000003,-1.3172800000000002,-1.3208100000000007,-2.30945,-3.3384100000000005,-0.7864800000000001,0.2153999999999998,-1.8530100000000003,-0.6277100000000004,-4.3258600000000005,-3.7225600000000005,-1.14837,-3.3105600000000006,0.28606,0.24241000000000001,-0.05605000000000038,-0.33989,0.7818300000000002,0.07347000000000037,0.26411000000000007,0.2572700000000001,-0.26305999999999985,0.15894999999999992,-0.5486599999999999,-0.36590999999999996,0.08686000000000016,-0.05738999999999983,-0.03508000000000022,0.7278100000000001,0.023990000000000178,0.46540000000000004,1.1080600000000005,-0.31901,0.5048900000000001,-0.02295999999999987,-0.09324999999999983,-0.019710000000000116,-0.15289000000000008,-0.03814999999999996,0.5238099999999999,-0.56175,0.14535999999999993,0.001129999999999999,-0.028980000000000002,-0.03212,-0.03873,0.21378999999999998,-0.15463,-0.13251000000000002,-0.00472,0.06334999999999999,0.24195999999999995,0.28929000000000005,0.01784999999999999,0.055159999999999994,-0.18063999999999997,0.18767,-0.38016,-0.15543,-0.011510000000000006,-0.17961,0.37898,-0.33756,-0.23661,-0.58614,0.08715,-0.28933,0.17611999999999997,-0.36605,0.13587,-0.5050300000000001,0.10435000000000005,-0.0564,0.11584,-0.009330000000000005,-0.05202999999999999,0.31176,-0.03182999999999997,0.049729999999999996,-0.02448000000000001,0.0034999999999999996,-0.11382999999999999,0.11913000000000001,0.03313,0.15525999999999998,-0.27171,0.23128000000000004,0.19738,0.36532,-0.007209999999999999,-0.08982000000000001,0.20051,-0.05046999999999996,0.07531,-0.10956,0.03841,-0.04901,0.03817999999999999,0.11648,0.0017500000000000016,-0.1073,Training,Positive
281.0,285.0,0.001350000000000004,0.02209,-1.893730000000005,-6.864510000000109,-0.00025999999999999635,85.71136999999999,0.0,-3.0000000000000004e-05,-0.0031299999999999995,-1e-05,0.0,-1.2670800000000004,-0.2662500000000003,0.12348000000000026,1.6936300000000006,0.6672200000000004,0.20473000000000052,0.9905200000000001,0.7687600000000003,0.2953000000000001,-0.3096599999999998,-0.18245000000000022,0.5047799999999993,0.7242600000000001,0.7361800000000001,0.12561,-0.3698199999999998,0.3804999999999996,-0.7061200000000003,0.5523599999999993,-0.028679999999999595,0.7793299999999999,-0.19351999999999947,-1.3708200000000001,-1.1273299999999997,0.4885299999999999,-1.5419800000000006,1.1574799999999996,-3.14016,-3.43482,-1.0738199999999996,0.15486999999999895,0.5220500000000001,0.05915999999999988,0.08835999999999977,-0.05635000000000012,0.13393999999999995,0.047109999999999985,0.05030000000000001,0.10135000000000005,0.08453,0.40149999999999997,-0.4924599999999999,-0.41242999999999985,0.25638000000000005,0.23525000000000063,-0.07374000000000036,0.31545,-0.01934999999999998,0.2565099999999998,0.6537099999999998,-0.2750400000000002,0.11867000000000005,-0.09509999999999996,-0.1288499999999999,-0.012930000000000108,-0.10011000000000003,-0.00012000000000000899,0.23082999999999987,-0.04222999999999999,0.09128999999999998,-0.019340000000000003,-0.03565,-0.02661,-0.09482,0.23526999999999998,0.019450000000000023,-0.06938,0.018500000000000003,0.14878,0.33109999999999995,0.28732,0.0025400000000000006,0.026339999999999995,0.016170000000000018,0.48465,-0.22445999999999997,-0.06379,0.021709999999999993,-0.17323,0.52684,-0.04681000000000002,0.25244999999999995,-0.29905000000000004,0.22571000000000002,-0.016290000000000027,0.51457,-0.18081999999999998,0.03491,-0.06169000000000002,0.04370000000000007,-0.05826,0.030749999999999996,0.0003799999999999984,0.03148000000000001,0.21207,-0.08083000000000001,-0.01941,0.08101999999999998,-0.00207,-0.13925000000000004,0.16937000000000002,0.00918,0.14470999999999998,-0.3635,0.10047000000000006,0.17647,0.18434,0.006840000000000001,-0.09371,0.2227,-0.15087,-0.044199999999999996,-0.12206,0.21020999999999998,-0.15262000000000003,-0.191,0.11388000000000001,0.08829000000000001,0.03860999999999998,Training,Positive
282.0,286.0,0.001350000000000004,0.02209,-1.8399200000000064,-11.24290000000019,-0.007139999999999997,83.45982000000004,0.0,0.0,-9.999999999999593e-06,0.0,0.0,-1.2616500000000004,-0.3046300000000004,0.12722999999999995,1.995870000000001,0.74336,0.09082000000000034,0.8131300000000001,0.69461,0.5484599999999995,-0.23402999999999974,-0.03652000000000033,0.4405599999999996,0.40296999999999983,0.8591800000000003,0.33398000000000017,-0.07798999999999978,0.5558399999999999,-0.3957499999999996,0.3272699999999995,-0.14975000000000005,0.4059299999999997,-0.5129400000000004,-1.7301400000000005,-1.1041699999999999,0.6047499999999997,-1.3088199999999999,0.8404400000000001,-2.7306600000000003,-2.96736,-1.4556899999999997,-0.3317300000000003,0.25192000000000014,0.019199999999999662,-0.059430000000000316,-0.15378999999999987,0.19063000000000052,-0.13321000000000005,0.08621999999999996,0.12492999999999999,0.12304000000000004,0.3571,-0.5576300000000001,-0.4979,0.25993999999999984,0.4322400000000002,0.00678999999999963,0.1943600000000001,-0.0379799999999999,0.13769999999999993,0.55409,-0.2704000000000002,0.06507000000000018,-0.057659999999999934,-0.2061599999999999,-0.03886999999999996,-0.08530000000000004,-0.007719999999999949,0.26719000000000004,0.008890000000000065,0.05854999999999999,-0.014580000000000003,-0.04551,0.00911,-0.08455000000000001,0.41251,0.10264999999999996,0.044499999999999984,0.11533,0.25562,0.3507199999999999,0.29457999999999995,-0.017799999999999996,0.05217,0.08068000000000008,0.45567,-0.19962999999999997,-0.07584,0.03774999999999999,-0.14977000000000001,0.59109,-0.06903000000000004,0.25259,-0.26818000000000003,0.26203,0.010199999999999987,0.42868000000000006,-0.17812999999999998,0.053540000000000004,-0.060840000000000005,0.05229000000000006,-0.04995,-0.01651,-0.046220000000000004,-0.005510000000000001,0.14825000000000002,-0.04433999999999999,0.01498,0.02239999999999999,0.04922,-0.17433000000000004,0.09714,0.02476,0.041659999999999996,-0.33443,0.10631000000000002,0.42765000000000003,0.32128,0.00481,-0.07925,0.15981,-0.23989999999999997,-0.06147,-0.12455000000000001,0.10721,-0.09982000000000002,-0.18321000000000004,0.11504,-0.0002500000000000002,-0.01634000000000002,Training,Positive
283.0,287.0,0.0022100000000000036,0.02209,0.6079500000000735,-3.3469500000001062,-0.007139999999999997,81.61960999999974,0.0,-1.0000000000000003e-05,-0.0008700000000000001,-1e-05,0.0,-1.0498300000000005,-0.21455000000000046,0.1806000000000001,2.34302,0.5293200000000002,-0.024299999999999766,0.4096099999999998,0.5686800000000005,0.3527899999999997,0.2623000000000002,0.5941799999999997,0.13842,0.18081000000000014,0.8102,0.3034800000000002,-0.4659399999999998,0.29502000000000006,0.3387600000000006,1.0650399999999998,-0.03422000000000036,0.8715200000000003,1.31569,-0.7124500000000005,-0.6101799999999997,0.3984799999999997,-1.19632,2.1948799999999995,-2.31067,-2.7675100000000006,-1.5349199999999996,1.638539999999999,0.2877299999999998,-0.1689799999999999,-0.05852000000000013,-0.19944000000000006,0.021170000000000577,-0.06284000000000001,0.02292000000000005,0.0632299999999999,0.12727000000000022,0.10911999999999988,-0.46194999999999986,-0.42847999999999997,0.1728900000000002,0.10321000000000069,0.12236999999999965,0.08943000000000012,-0.03205999999999998,0.06976000000000004,0.30840000000000023,-0.1412,-0.032159999999999966,-0.01696999999999993,-0.20319999999999983,-0.0020700000000000163,0.0019799999999998708,-0.012179999999999969,0.21389999999999998,0.3385600000000002,0.01900999999999997,-0.009110000000000004,-0.05063,-0.027340000000000003,-0.055970000000000006,0.30302999999999997,0.10139000000000004,0.01591999999999999,0.18252000000000002,0.36315000000000003,0.29167999999999994,0.19279999999999997,0.008370000000000002,0.024780000000000003,0.035780000000000034,0.48392999999999997,-0.11796999999999996,0.10732999999999998,0.1335,0.05791000000000002,0.46369000000000005,-0.049040000000000084,0.31808000000000003,-0.18168,0.30336,0.043300000000000005,0.45668,-0.031379999999999963,0.16321,-0.01613000000000009,-0.04020999999999997,-0.014199999999999997,-0.016649999999999998,-0.04048,0.08451000000000002,0.15852,-0.06328,-0.02524,0.09466,0.08063,-0.03400000000000003,0.16662,0.04131,0.053509999999999995,-0.29639,0.03908999999999996,0.26897,0.17613,0.008650000000000001,-0.10506,0.10544,-0.20306999999999997,-0.06828999999999999,-0.14085,0.12875999999999999,-0.04994000000000004,-0.17479000000000003,0.015950000000000006,0.02021,0.05996999999999997,Training,Positive
284.0,288.0,0.0022100000000000036,0.005679999999999991,-3.384239999999977,-10.429240000000163,-0.007139999999999997,80.25359000000026,0.0,-2e-05,-0.0019499999999999995,-1e-05,0.0,-1.2017100000000003,-0.41759000000000013,0.20870000000000033,0.8103100000000003,0.25654999999999983,-0.36546999999999974,-0.048029999999999795,0.28696000000000055,0.2061099999999998,0.6568400000000003,0.8779499999999998,-0.000920000000000698,-0.2559999999999998,0.7154600000000002,0.40246000000000026,-0.7200500000000005,-0.6194900000000008,0.4090699999999998,1.5611899999999999,0.22346999999999984,1.5676299999999994,2.2673000000000005,0.13979999999999926,-0.42497000000000007,0.62168,-0.37454000000000054,2.62721,-1.6261799999999997,-2.2839100000000006,-1.5260699999999998,2.2821999999999996,0.07803000000000004,-0.19815000000000005,0.15112999999999976,0.07251999999999992,-0.43618999999999986,0.3352599999999999,-0.07810999999999968,-0.024599999999999955,0.34416,0.16068999999999978,-0.28492000000000006,-0.31274,-0.03923999999999994,0.3410000000000002,0.07821999999999996,-0.22893000000000008,0.022780000000000022,-0.049309999999999965,-0.2589999999999999,-0.11569999999999991,-0.19060999999999995,-0.13283999999999996,-0.22233999999999998,-0.037860000000000005,0.03656999999999999,0.010299999999999976,-0.062040000000000095,0.7001900000000001,-0.026190000000000047,0.004459999999999999,0.060469999999999996,-0.03883,-0.01902000000000001,0.25727,-0.005099999999999993,0.008390000000000009,0.06201999999999999,0.30107,0.15584999999999993,0.08728999999999998,-0.027950000000000003,0.0034000000000000002,-0.004309999999999925,0.28883000000000003,-0.37789999999999996,0.00581000000000001,0.005099999999999993,0.023509999999999975,0.40267,-0.26558000000000004,0.05671999999999999,-0.46615,0.18759,-0.24552000000000007,0.06190999999999999,-0.36739,-0.0072900000000000005,-0.36108000000000007,-0.12783999999999995,-0.03988,0.04525,-0.014830000000000003,0.05202,0.05675,-0.20801,0.007949999999999999,-0.03987,0.18170999999999998,-0.21021,0.20904,0.05411,0.07418,-0.44638999999999995,-0.10405999999999999,0.08803,0.05285000000000001,0.04496,-0.07347000000000001,0.18222,-0.14998,-0.019519999999999996,-0.10485,0.131,0.04235999999999995,-0.20743,0.023790000000000006,-0.018090000000000002,-0.023150000000000004,Training,Positive
285.0,289.0,-0.0005099999999999966,-0.0013900000000000023,-2.2028799999999364,-3.9853200000000015,-0.0031499999999999966,79.48916999999983,0.0,-4e-05,-0.005509999999999999,-1e-05,0.0,-1.04706,-0.5171200000000002,0.06694000000000022,1.53625,0.18957999999999986,0.42159000000000013,0.4450700000000003,0.10132999999999992,1.82984,1.22865,1.62527,-0.7493000000000003,-0.04162999999999961,0.55783,0.29634000000000005,-0.8292400000000004,0.4587499999999993,-0.70627,1.13868,-0.02564999999999973,0.5672300000000003,1.6407299999999996,0.36886999999999937,2.1487700000000003,3.52773,0.5091099999999997,1.49212,-1.8489300000000002,-1.6781700000000006,-0.34969999999999946,-0.25859000000000165,0.43506,0.006289999999999907,0.30798999999999976,0.32631999999999994,-0.2064699999999995,0.5297999999999998,0.017139999999999933,0.33550000000000013,0.6345200000000002,0.32375,-0.04683999999999999,-0.11291999999999991,-0.09040999999999988,0.4367000000000001,0.19757999999999987,-0.37694000000000005,0.09696000000000016,-0.020070000000000032,-0.8886099999999999,-0.1242700000000001,-0.3331799999999999,-0.11138999999999999,-0.2831299999999999,0.03943999999999992,0.042669999999999986,-0.02949999999999997,-0.19268000000000018,0.2735000000000003,-0.09313000000000005,0.08340999999999998,0.09924000000000001,0.05693,0.045569999999999986,0.49202999999999997,-0.0005999999999999894,-0.11139,0.00647,-0.00783,0.007389999999999897,-0.07892000000000002,-0.07792,0.13855,-0.0305399999999999,0.23448000000000002,-0.40432999999999997,-0.06983,0.01942999999999999,-0.08321,0.68513,-0.44208000000000003,0.32254000000000005,-0.33077,0.39708,-0.57088,-0.21035,-0.30824999999999997,0.029910000000000003,-0.61128,-0.03998999999999997,-0.05741,-0.015470000000000001,-0.036270000000000004,0.13322,0.08156,-0.27087,-0.02642,-0.05055000000000001,0.15994999999999998,-0.19215,0.08323000000000003,0.12763,0.02067,-0.42028,0.06289999999999996,0.061130000000000004,0.05881,0.06484999999999999,-0.04732,0.22913,-0.08807999999999999,-0.03315,-0.05008000000000001,0.09868,-0.02176,-0.07617000000000002,0.07879,0.04351,-0.10304000000000002,Training,Positive
294.0,298.0,-0.03951,-0.12416000000000002,-524.8609500000001,-1649.8577000000002,-0.024669999999999997,-6529.06743,0.0,5e-05,0.005769999999999999,0.0,-1e-05,0.9939299999999998,-2.62207,-2.9915000000000003,-9.82721,-3.4444799999999995,-4.10076,-5.177160000000001,-4.83465,-7.88433,-4.3955,-4.97808,-3.55696,-3.773440000000001,-3.33351,-2.2627499999999996,-4.698429999999999,-8.27409,-9.48359,-7.132560000000001,-5.53108,-8.777170000000002,-12.241109999999999,-12.39112,-9.20381,-8.86697,-8.15513,-7.67891,-7.28086,-6.0057599999999995,-4.78401,-11.510739999999998,-5.953069999999999,-0.23831000000000024,-3.31245,-3.7457400000000005,-2.9073900000000004,-5.0656099999999995,-1.2919999999999998,-2.33223,-3.4276100000000005,-3.22386,-3.02862,-1.90622,-2.00929,-7.397679999999999,-3.0121800000000003,0.5385800000000001,-1.3205200000000001,-0.8956200000000001,-0.2032499999999997,-2.25875,0.2985599999999998,-0.7572299999999998,-0.4861300000000002,-1.3857599999999999,-1.1182800000000002,-0.40915,-0.8791699999999998,-5.05726,-0.38822,-0.22830999999999999,-0.3063,-0.17884,-0.29994,-0.6012799999999999,-0.4853,-0.06349,0.08544999999999998,0.18941,-0.3643899999999999,0.05920000000000003,-0.006870000000000001,-0.30761000000000005,-0.5858200000000001,-0.4758300000000001,0.018109999999999998,-0.21461999999999998,-0.14675,-0.35743,-1.41905,-0.20323999999999998,-1.0191500000000002,-0.5791900000000001,-0.78706,0.13912000000000002,0.36185,-0.12475999999999998,-0.07635,0.32584,-0.52566,0.19949,0.21541,0.15970999999999996,-0.29963999999999996,-0.036140000000000005,0.04533999999999999,0.03112999999999999,0.10070000000000001,-0.22724,-0.34393000000000007,-0.4777600000000001,-0.25458,-0.07893,0.24588,-0.6237299999999999,0.13946999999999998,0.10856000000000002,-0.11332999999999999,0.025730000000000003,-0.42011,-0.43984,0.021580000000000002,-0.05484999999999998,-0.023629999999999984,-0.68283,-0.42653,-0.29223,-0.14471,-0.39138999999999996,Training,Negative
295.0,299.0,0.03226,-0.11225000000000002,-528.5322100000001,-1653.6832800000002,-0.024669999999999997,-6531.08644,0.0,1e-05,0.00169,0.0,-1e-05,2.421759999999999,-0.3998900000000001,-1.8569200000000006,-8.70185,-0.4060499999999996,-3.5393299999999996,-3.7629,-3.94208,-6.49959,-2.1379799999999998,-4.7864,-2.91204,-2.8576900000000007,-2.7058,-2.29785,-3.612639999999999,-6.88227,-5.769959999999999,-4.446540000000001,-3.77972,-5.795860000000001,-9.163889999999999,-9.59559,-8.42209,-8.72319,-7.4522699999999995,-4.6868300000000005,-5.72804,-5.466009999999999,-4.699910000000001,-7.034699999999999,-4.702419999999999,9.15859,-3.0632,1.6700199999999992,4.25441,-4.352399999999999,8.20613,-2.0720300000000003,1.5805600000000002,-1.9222000000000001,0.054229999999999556,-1.11882,1.85407,-6.85718,-1.80815,12.02634,-0.7537900000000002,5.688989999999999,6.51848,-0.8022399999999998,11.166759999999998,-0.0008999999999999009,5.22609,-0.015579999999999927,2.0352300000000003,0.4606999999999999,4.38624,-3.84896,-0.2854899999999999,-0.06780999999999998,-0.11688000000000001,-0.17434,-0.29522,-0.79275,-0.58057,0.026139999999999997,0.17385,0.12409999999999999,-0.5715299999999999,0.021110000000000018,-0.013509999999999994,-0.35543,-0.5308900000000001,-0.4377200000000001,0.11636,-0.15759,-0.09454999999999998,-0.26857,-1.37424,-0.31111,-0.9359500000000001,-0.6030800000000001,-0.77262,-0.09219,0.23385,-0.08322999999999998,0.01580999999999999,0.49853000000000003,-0.83751,0.19668,0.68975,0.15866999999999998,-0.05349999999999999,0.057580000000000006,-0.24439,0.59662,0.38061,-0.031689999999999996,-0.34242000000000006,-0.66329,-0.16298999999999997,-0.11236000000000002,-0.07407,-0.34197999999999984,0.64808,0.4304499999999999,0.4026099999999999,0.41494999999999993,0.16996000000000008,-0.14590999999999998,0.51813,0.13497000000000003,0.13468000000000002,-0.6151500000000001,-0.19836,0.13667,0.10512999999999996,-0.6894199999999999,Training,Negative
296.0,300.0,0.03226,-0.11225000000000002,-530.6613500000001,-1659.38407,-0.030920000000000003,-6533.53651,0.0,2e-05,0.0031000000000000003,0.0,-1e-05,2.3243399999999994,-0.5969499999999996,-1.8374100000000002,-7.896259999999999,1.1617200000000003,-3.2831099999999998,-2.7564600000000006,-2.53758,-6.300260000000001,-1.19766,-4.49847,-1.39684,-1.8773500000000007,-2.7797,-2.21253,-2.998029999999999,-5.4315,-5.247449999999999,-2.8320300000000014,-3.7050100000000006,-5.179540000000001,-8.02676,-9.53125,-6.63067,-7.714720000000001,-5.32367,-3.8711,-5.17385,-4.56068,-3.1842900000000007,-6.812279999999998,-4.3337699999999995,9.99533,-3.09909,1.8947400000000005,5.24231,-4.411319999999999,8.84365,-2.07737,1.7606400000000004,-1.98055,0.34211999999999954,-0.9373300000000002,1.9974299999999996,-6.727379999999999,-1.8488800000000003,13.4697,-0.71445,6.565949999999999,7.221950000000001,-0.8474200000000001,12.185939999999999,0.00031000000000003247,5.668710000000001,0.0834100000000002,2.12416,0.49523000000000006,4.89442,-4.00046,-0.34634,0.04085000000000001,0.0017899999999999583,-0.21042,-0.17831999999999998,-0.9988199999999999,-0.77424,0.09156999999999997,0.24794999999999998,0.08851,-0.6143899999999999,0.07636000000000001,0.11971000000000001,-0.19880000000000003,-0.8429200000000001,-0.5288,0.37933,0.24217,-0.11438999999999999,-0.29052,-1.5625,-0.69635,-0.9271500000000001,-0.40323000000000003,-0.47548999999999997,-0.25151999999999997,0.26835,-0.1631,0.14298,0.17071999999999998,-0.78737,0.269,0.71837,0.14078,-0.11235,0.01901,-0.24165999999999999,0.5624,0.35387,0.00939000000000001,-0.3121300000000001,-0.64249,-0.08345999999999998,-0.10274000000000001,-0.06304,-0.36139999999999994,0.5871999999999999,0.41801,0.45636,0.48519,0.22909,-0.24928999999999996,0.4661,0.13191000000000003,0.16896000000000003,-0.6144000000000001,-0.18391000000000002,0.15122000000000002,0.15987999999999997,-0.68672,Training,Negative
